CustomerID,Tenure_Months,ContractType,SupportTickets,MonthlyCharges,CLV,Churn
10634,1,Monthly,3,60.82,69.67,1
10635,6,Annual,0,86.48,499.53,0
10636,21,Annual,2,47.27,1096.88,0
10637,6,Monthly,3,43.13,221.93,1
10638,12,Monthly,4,114.42,1103.12,1
10639,13,Monthly,1,112.58,1182.51,1
10640,13,Annual,3,109.86,1477.68,1
10641,15,Monthly,0,86.28,1271.09,0
10642,21,Annual,5,102.73,2172.96,1
10643,16,Annual,3,36.2,465.13,1
10644,22,Annual,2,60.12,1281.76,0
10645,21,Monthly,0,58.22,1329.34,0
10646,11,Annual,1,87.2,937.19,0
10647,5,Annual,0,62.03,338.94,0
10648,4,Monthly,2,43.36,154.9,0
10649,3,Monthly,0,83.67,282.46,0
10650,19,Annual,0,103.28,2031.82,1
10651,20,Monthly,2,64.38,1138.65,0
10652,18,Annual,2,41.89,674.68,0
10653,15,Monthly,1,47.69,752.02,1
10654,9,Monthly,2,51.36,523.28,0
10655,17,Annual,1,56.98,935.98,0
10656,14,Monthly,1,87.84,1110.89,0
10657,15,Monthly,1,84.08,1446.27,0
10658,1,Monthly,4,92.64,98.91,1
10659,21,Monthly,0,62.62,1287.61,1
10660,22,Monthly,2,104.15,2280.21,0
10661,22,Monthly,0,48.36,938.02,1
10662,3,Annual,1,72.2,227.6,0
10663,16,Monthly,1,102.07,1540.91,0
10664,23,Annual,1,46.2,1273.39,0
10665,11,Monthly,1,39.88,435.18,1
10666,12,Annual,5,109.52,1306.84,1
10667,10,Monthly,1,60.85,624.57,0
10668,16,Annual,1,91.54,1708.77,0
10669,8,Monthly,0,32.27,289.24,0
10670,6,Monthly,3,92.09,541.76,1
10671,12,Monthly,2,58.44,762.62,0
10672,21,Monthly,0,35.01,760.5,1
10673,8,Monthly,1,84.87,676.91,1
10674,4,Monthly,0,51.66,181.22,0
10675,8,Annual,2,64.8,510.94,0
10676,18,Monthly,1,37.24,602.2,1
10677,5,Monthly,1,43.23,252.04,1
10678,9,Annual,3,56.81,477.61,0
10679,4,Annual,3,38.07,179.82,0
10680,22,Monthly,4,111.96,2495.78,1
10681,17,Monthly,2,30.53,546.39,0
10682,9,Monthly,1,73.54,673.2,0
10683,1,Annual,3,41.08,34.99,0
10684,21,Annual,0,57.68,1151.14,0
10685,20,Monthly,5,113.34,1903.26,1
10686,13,Annual,0,44.54,607.53,0
10687,16,Annual,2,116.91,1830.89,0
10688,13,Monthly,2,48.51,700.77,1
10689,14,Annual,3,96.73,1202.81,1
10690,3,Monthly,1,79.19,205.7,0
10691,6,Monthly,2,109.59,632.92,0
10692,18,Monthly,2,79.85,1682.54,1
10693,19,Monthly,1,78.1,1608.8,0
10694,5,Monthly,0,47.58,230.19,0
10695,15,Annual,5,44.95,678.92,0
10696,2,Monthly,2,112.47,187.54,0
10697,10,Monthly,0,59.5,710.27,0
10698,18,Monthly,1,63.48,1218.65,1
10699,13,Annual,3,98.37,1169.09,1
10700,5,Monthly,0,60.48,312.8,0
10701,23,Monthly,0,115.68,2244.94,1
10702,1,Monthly,1,96.4,114.37,0
10703,22,Monthly,4,83.76,1602.98,1
10704,1,Annual,2,109.27,115.74,0
10705,18,Annual,1,34.45,557.04,0
10706,15,Monthly,2,53.13,866.23,0
10707,17,Annual,4,71.84,1356.57,0
10708,11,Annual,0,50.42,593.07,0
10709,21,Annual,1,96.94,2129.01,0
10710,22,Monthly,4,112.72,2869.11,1
10711,17,Monthly,1,68.13,962.98,0
10712,13,Monthly,0,60.78,736.72,0
10713,1,Annual,1,116.53,104.8,0
10714,2,Monthly,1,70.03,167.39,0
10715,9,Monthly,0,74.0,636.57,1
10716,3,Monthly,0,61.64,202.12,0
10717,1,Annual,4,111.85,120.11,0
10718,21,Monthly,2,81.2,1508.74,1
10719,16,Annual,1,98.59,1412.69,0
10720,23,Annual,1,103.05,2162.85,0
10721,6,Monthly,1,60.76,351.58,1
10722,17,Annual,0,69.02,1048.69,0
10723,5,Monthly,1,106.35,429.59,1
10724,5,Annual,2,62.68,360.98,0
10725,6,Monthly,0,101.44,722.03,0
10726,3,Annual,1,114.68,322.24,0
10727,21,Annual,2,86.08,1690.89,0
10728,23,Annual,2,96.74,1786.26,0
10729,5,Annual,1,102.45,549.18,0
10730,21,Monthly,1,106.04,2516.81,0
10731,5,Annual,1,65.54,281.4,0
10732,10,Annual,1,34.6,298.93,0
10733,10,Monthly,1,66.16,738.35,0
10734,19,Monthly,3,90.63,1802.03,1
10735,17,Annual,2,70.52,980.61,0
10736,21,Annual,4,97.4,2145.59,0
10737,14,Annual,2,62.12,803.19,0
10738,9,Monthly,2,87.12,742.88,1
10739,14,Annual,2,46.77,725.39,0
10740,1,Monthly,2,97.43,109.55,1
10741,19,Annual,0,79.1,1443.05,0
10742,13,Monthly,1,48.36,741.06,0
10743,13,Annual,2,56.26,704.04,1
10744,4,Annual,1,97.36,431.81,0
10745,1,Monthly,1,73.42,72.95,0
10746,17,Annual,1,49.43,973.99,0
10747,8,Monthly,1,117.04,1089.08,1
10748,2,Annual,1,94.35,157.56,0
10749,8,Annual,0,116.13,1091.27,0
10750,7,Monthly,2,68.43,541.38,0
10751,2,Annual,2,72.75,162.45,0
10752,22,Annual,2,110.81,2146.09,0
10753,22,Monthly,0,77.24,1906.78,0
10754,3,Monthly,3,93.65,320.28,1
10755,18,Annual,1,52.69,868.36,0
10756,12,Annual,0,70.2,994.73,0
10757,1,Annual,1,41.1,33.7,0
10758,22,Annual,1,48.53,918.11,0
10759,12,Monthly,4,30.07,366.32,1
10760,5,Annual,1,33.52,172.7,0
10761,17,Monthly,0,117.95,2121.49,0
10762,16,Monthly,2,51.8,668.69,0
10763,15,Monthly,1,89.69,1593.06,1
10764,23,Monthly,1,105.51,1984.65,1
10765,15,Monthly,1,79.55,1022.88,1
10766,5,Monthly,1,43.77,176.32,0
10767,21,Annual,1,95.52,2059.58,0
10768,14,Monthly,3,84.01,1379.55,1
10769,2,Monthly,1,95.8,204.32,0
10770,11,Monthly,0,99.27,1232.87,0
10771,19,Monthly,0,117.78,1802.1,1
10772,7,Monthly,1,81.61,580.88,0
10773,6,Monthly,3,60.74,358.53,1
10774,2,Annual,0,88.35,176.63,0
10775,6,Annual,0,36.15,179.78,1
10776,18,Annual,2,110.76,2140.68,0
10777,2,Monthly,0,40.73,81.57,1
10778,18,Monthly,0,59.5,1184.51,1
10779,15,Annual,1,103.41,1541.98,0
10780,19,Monthly,0,83.75,1368.05,1
10781,2,Monthly,1,65.42,138.59,0
10782,20,Monthly,1,72.6,1261.71,0
10783,6,Monthly,0,106.9,736.94,1
10784,1,Monthly,2,60.59,63.33,1
10785,15,Monthly,1,108.26,1401.21,0
10786,23,Monthly,1,37.92,1033.51,0
10787,10,Monthly,3,99.9,1006.36,1
10788,19,Annual,0,106.27,1674.17,0
10789,17,Annual,0,46.35,827.99,0
10790,5,Annual,3,68.72,309.69,0
10791,4,Annual,1,44.88,201.35,0
10792,10,Annual,3,93.58,1054.82,1
10793,17,Monthly,2,78.17,1583.5,0
10794,10,Monthly,4,87.17,872.34,1
10795,17,Monthly,2,47.67,795.85,0
10796,20,Annual,4,49.05,1080.4,1
10797,5,Annual,1,33.72,143.83,0
10798,2,Monthly,1,58.98,120.17,0
10799,6,Annual,3,80.37,491.12,0
10800,21,Monthly,2,107.2,1881.6,1
10801,2,Annual,0,90.01,174.12,0
10802,13,Monthly,0,69.18,1026.37,1
10803,11,Monthly,1,115.77,1454.9,1
10804,11,Monthly,2,94.72,874.91,1
10805,16,Monthly,1,113.7,1521.44,1
10806,11,Monthly,3,77.47,771.31,1
10807,19,Monthly,3,53.29,1164.32,1
10808,15,Annual,0,34.74,443.8,1
10809,23,Monthly,0,95.34,2385.73,0
10810,23,Monthly,2,40.91,790.77,0
10811,16,Annual,4,57.24,960.95,1
10812,11,Annual,1,77.91,807.69,0
10813,22,Monthly,0,80.79,1982.72,0
10814,16,Monthly,1,84.04,1201.44,0
10815,8,Monthly,1,44.95,379.65,0
10816,4,Monthly,2,64.17,229.53,1
10817,8,Annual,1,85.54,742.78,0
10818,4,Monthly,2,117.27,539.21,0
10819,3,Monthly,0,95.48,243.67,0
10820,3,Annual,2,113.02,388.79,0
10821,18,Monthly,4,98.59,1841.03,1
10822,19,Monthly,3,83.24,1345.73,1
10823,19,Monthly,0,47.27,872.14,1
10824,21,Annual,2,89.99,1633.46,0
10825,5,Monthly,2,86.09,464.97,1
10826,18,Annual,1,84.21,1672.78,0
10827,10,Monthly,0,74.07,623.91,1
10828,22,Monthly,2,77.57,1710.71,0
10829,21,Annual,2,60.09,1420.69,0
10830,6,Annual,0,76.73,540.69,0
10831,1,Annual,1,47.77,48.03,0
10832,5,Annual,3,102.46,604.55,1
10833,9,Annual,2,46.71,426.39,1
10834,12,Monthly,0,37.64,432.53,0
10835,14,Monthly,0,69.25,1104.57,0
10836,2,Annual,2,89.24,177.97,0
10837,17,Monthly,1,69.38,1166.28,1
10838,14,Annual,1,54.9,765.59,0
10839,13,Annual,3,80.23,1187.6,1
10840,9,Monthly,2,61.22,624.14,1
10841,15,Monthly,0,113.95,1643.26,1
10842,22,Annual,0,113.03,2320.81,0
10843,15,Monthly,2,75.2,1124.41,1
10844,11,Annual,0,59.5,673.55,0
10845,16,Monthly,3,96.33,1379.99,1
10846,17,Annual,1,33.29,632.55,0
10847,4,Monthly,1,72.72,289.3,0
10848,1,Annual,3,60.26,56.26,0
10849,8,Monthly,1,112.84,760.74,0
10850,17,Monthly,0,31.07,473.02,0
10851,3,Monthly,4,79.74,282.22,1
10852,20,Annual,1,96.65,1782.3,0
10853,15,Annual,3,73.64,958.31,1
10854,15,Monthly,1,37.68,556.25,0
10855,22,Monthly,3,117.51,2385.76,1
10856,14,Monthly,1,76.61,873.13,0
10857,23,Annual,0,85.27,1822.4,0
10858,14,Annual,1,51.28,730.66,0
10859,2,Monthly,2,73.5,150.05,0
10860,13,Monthly,1,68.61,840.8,1
10861,14,Monthly,0,36.73,503.39,0
10862,19,Monthly,1,39.54,891.25,1
10863,7,Monthly,1,105.36,701.35,0
10864,3,Annual,2,51.57,139.76,0
10865,15,Monthly,3,47.54,639.88,1
10866,23,Annual,5,75.43,1705.63,0
10867,14,Monthly,3,99.18,1532.62,1
10868,11,Monthly,2,35.57,345.21,1
10869,15,Annual,3,81.9,1331.39,0
10870,13,Annual,2,40.72,427.96,0
10871,18,Annual,2,33.27,579.47,0
10872,6,Monthly,1,34.74,231.42,1
10873,3,Monthly,1,105.06,294.86,1
10874,19,Annual,1,40.61,791.21,0
10875,15,Monthly,4,34.05,450.53,1
10876,23,Monthly,3,69.4,1750.73,1
10877,5,Monthly,1,105.95,434.88,1
10878,10,Monthly,1,53.61,611.66,0
10879,7,Annual,3,67.94,418.19,0
10880,17,Monthly,1,33.58,656.41,1
10881,7,Monthly,1,70.41,463.78,0
10882,22,Monthly,1,81.98,1964.09,0
10883,12,Monthly,1,81.37,905.85,1
10884,17,Monthly,0,59.91,1183.8,1
10885,13,Monthly,3,58.39,645.68,1
10886,20,Monthly,1,39.59,689.91,0
10887,4,Annual,0,63.0,251.3,0
10888,10,Monthly,2,38.94,324.32,0
10889,3,Monthly,1,98.98,260.84,1
10890,9,Annual,2,116.95,1239.43,0
10891,13,Annual,1,117.3,1815.49,0
10892,18,Monthly,2,107.85,1845.15,1
10893,15,Monthly,0,84.06,1474.41,0
10894,4,Monthly,2,93.07,378.95,0
10895,15,Annual,1,55.66,757.98,0
10896,22,Annual,2,86.76,2063.23,1
10897,2,Annual,3,71.0,151.02,1
10898,15,Monthly,1,73.37,1315.9,0
10899,8,Annual,2,98.19,711.7,0
10900,8,Monthly,1,55.36,473.38,0
10901,17,Monthly,3,58.61,817.88,0
10902,12,Monthly,1,113.21,1148.55,0
10903,19,Annual,1,35.05,533.81,0
10904,10,Monthly,1,73.7,884.21,1
10905,9,Annual,1,112.14,1131.31,0
10906,5,Monthly,0,84.92,473.31,0
10907,6,Monthly,1,79.17,476.85,0
10908,20,Monthly,1,52.47,965.42,0
10909,2,Monthly,1,60.88,104.78,0
10910,13,Annual,1,106.67,1267.32,1
10911,6,Monthly,3,80.32,458.01,1
10912,5,Annual,0,76.32,420.71,0
10913,1,Annual,1,38.95,39.57,0
10914,21,Annual,2,31.43,548.52,0
10915,22,Monthly,0,116.72,2072.82,0
10916,21,Monthly,2,63.92,1128.78,1
10917,6,Monthly,1,84.28,487.57,1
10918,6,Annual,3,37.16,261.62,1
10919,23,Annual,1,91.47,2219.44,0
10920,16,Monthly,4,113.92,2042.8,1
10921,4,Annual,0,81.8,322.8,1
10922,11,Monthly,2,41.34,429.58,0
10923,23,Annual,1,82.34,1597.27,0
10924,9,Monthly,1,98.96,1024.58,0
10925,23,Annual,6,66.57,1704.47,1
10926,3,Monthly,2,109.18,284.05,1
10927,19,Annual,1,88.37,1687.29,0
10928,8,Annual,2,110.92,882.9,0
10929,5,Annual,5,86.11,452.07,0
10930,4,Monthly,1,41.81,197.07,1
10931,6,Monthly,3,57.86,358.25,1
10932,2,Monthly,1,48.15,97.85,0
10933,20,Monthly,1,111.78,1833.55,1
10934,11,Monthly,0,98.43,893.39,1
10935,4,Annual,3,90.87,318.01,0
10936,15,Monthly,3,57.08,696.04,0
10937,6,Monthly,2,46.55,306.51,0
10938,22,Monthly,1,98.07,2350.29,0
10939,17,Monthly,1,72.66,1055.46,0
10940,6,Annual,2,50.31,342.45,0
10941,19,Monthly,0,85.49,1399.95,1
10942,2,Annual,0,33.62,61.89,0
10943,15,Monthly,2,59.35,800.8,1
10944,11,Annual,2,72.16,753.22,0
10945,8,Annual,2,43.31,312.45,0
10946,19,Monthly,0,118.61,2243.61,0
10947,13,Annual,0,48.81,611.01,0
10948,12,Monthly,1,41.72,598.1,0
10949,5,Annual,2,48.31,198.64,0
10950,6,Monthly,0,99.21,510.04,0
10951,22,Annual,1,68.29,1233.57,0
10952,4,Annual,1,80.88,339.79,0
10953,19,Annual,3,31.88,497.8,0
10954,20,Annual,0,33.09,750.84,0
10955,1,Monthly,0,70.11,70.45,0
10956,20,Monthly,1,103.49,2092.14,0
10957,17,Monthly,2,109.66,1910.18,1
10958,12,Monthly,1,37.79,393.81,1
10959,15,Annual,4,78.44,1034.36,0
10960,1,Monthly,2,112.18,104.05,0
10961,14,Annual,0,64.91,942.69,0
10962,6,Annual,1,104.65,555.1,0
10963,5,Annual,3,42.02,177.87,1
10964,11,Monthly,2,114.18,1492.1,1
10965,4,Annual,1,97.62,315.81,0
10966,13,Annual,0,114.71,1671.79,1
10967,11,Monthly,0,90.89,1114.93,0
10968,3,Annual,3,62.7,172.83,0
10969,1,Annual,3,114.43,97.75,1
10970,6,Monthly,0,54.79,282.15,1
10971,18,Monthly,2,59.89,1163.07,0
10972,10,Monthly,0,93.06,983.79,0
10973,5,Monthly,4,98.87,550.25,1
10974,23,Monthly,0,113.64,3071.0,0
10975,10,Monthly,1,48.42,521.4,1
10976,12,Monthly,2,101.81,1053.54,0
10977,2,Monthly,0,96.46,173.12,0
10978,13,Annual,1,35.73,528.09,0
10979,8,Monthly,0,64.84,458.41,1
10980,2,Annual,3,55.44,91.92,1
10981,20,Monthly,3,57.39,1241.22,1
10982,1,Monthly,1,118.46,113.84,0
10983,5,Monthly,2,87.84,512.99,0
10984,9,Monthly,0,94.58,902.39,0
10985,17,Monthly,1,117.89,1675.73,1
10986,9,Annual,3,63.94,678.53,0
10987,11,Monthly,3,102.16,1015.19,1
10988,15,Annual,0,69.1,968.98,0
10989,6,Annual,0,108.25,624.1,0
10990,23,Monthly,1,46.25,872.78,1
10991,3,Monthly,2,115.28,345.36,0
10992,17,Annual,0,49.68,717.3,0
10993,5,Monthly,1,59.35,284.99,0
10994,12,Monthly,2,98.05,1106.31,0
10995,18,Annual,0,65.43,1306.23,0
10996,14,Monthly,0,84.73,1330.06,1
10997,21,Annual,0,70.0,1266.24,0
10998,11,Annual,2,96.8,1008.0,0
10999,9,Monthly,2,50.54,431.82,1
11000,2,Monthly,2,35.25,60.67,1
